着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,単勝,人気,馬体重,調教師,race_id,horse_id,jockey_id,trainer_id,owner_id
14,4,7,マロリン,牝6,52.0,横山琉人,1:49.0,3/4,440.8,16.0,480(+2),[東] 武市康男,202205010807,2016104403,01192,01089,293033
15,2,4,シゲルオテンバ,牝4,54.0,Ｍ．デム,1:49.4,2,45.1,10.0,452(+14),[東] 松山将樹,202205010807,2018104745,05212,01100,674004
16,7,14,ルージュアドラブル,牝4,54.0,三浦皇成,1:49.6,1.1/4,75.0,11.0,408(+6),[東] 国枝栄,202205010807,2018106151,01122,00399,180800
1,2,4,ドゥラモンド,牡4,57.0,ルメール,1:22.0,,2.3,1.0,486(-4),[東] 手塚貴久,202205010808,2018105078,05339,01038,506800
2,8,15,グレイトオーサー,牡5,57.0,福永祐一,1:22.1,クビ,27.1,7.0,526(+18),[東] 堀宣行,202205010808,2017105437,01014,01070,486800
3,1,2,スーパーホープ,牡4,57.0,戸崎圭太,1:22.1,クビ,10.4,4.0,512(-2),[西] 藤岡健一,202205010808,2018104603,05386,01062,015008
4,4,8,カフェサンドリヨン,牝5,55.0,北村宏司,1:22.3,1.1/4,25.7,6.0,502(+6),[東] 古賀慎明,202205010808,2017102675,01043,01079,629007
5,6,11,タイニーロマンス,牝4,55.0,吉田隼人,1:22.4,1/2,3.8,2.0,530(+2),[東] 金成貴史,202205010808,2018104696,01095,01132,310007
6,8,16,スイートセント,牝6,55.0,大野拓弥,1:22.4,ハナ,78.0,9.0,458(+8),[東] 栗田徹,202205010808,2016104820,01096,01127,506800
7,7,13,アールバロン,牡4,57.0,Ｍ．デム,1:22.5,1/2,12.4,5.0,504(0),[東] 伊藤大士,202205010808,2018103407,05212,01109,427030
8,5,10,ソスピタ,牝5,55.0,柴田大知,1:22.6,3/4,128.1,13.0,446(0),[東] 畠山吉宏,202205010808,2017103423,01009,01048,716800
9,6,12,アップストリーム,牝4,55.0,石川裕紀,1:22.7,1/2,4.4,3.0,472(+4),[東] 手塚貴久,202205010808,2018100373,01150,01038,272008
10,4,7,ピースユニヴァース,牡7,57.0,菅原明良,1:22.8,3/4,181.5,14.0,510(+12),[東] 尾形和幸,202205010808,2015100023,01179,01141,947030
11,2,3,グランマリアージュ,牝5,55.0,田辺裕信,1:22.9,クビ,267.3,16.0,468(-4),[西] 牧浦充徳,202205010808,2017109097,01075,01113,148800
12,1,1,ゲンパチアイアン,牡5,54.0,横山琉人,1:22.9,クビ,36.4,8.0,488(+2),[東] 堀井雅広,202205010808,2017103871,01192,00436,689002
13,5,9,メインターゲット,牝4,55.0,松若風馬,1:23.0,クビ,117.1,12.0,502(+2),[東] 杉浦宏昭,202205010808,2018104731,01154,01008,310007
14,3,5,ペイシャフェスタ,牝4,55.0,武士沢友,1:23.0,ハナ,78.1,10.0,486(+4),[東] 高橋裕,202205010808,2018103003,01029,00412,163002
15,3,6,フィルムフェスト,牝6,55.0,岩田康誠,1:23.7,4,107.4,11.0,446(-4),[東] 尾関知人,202205010808,2016104864,05203,01103,486800
16,7,14,ラングロワ,牝4,55.0,松岡正海,1:23.7,クビ,192.8,15.0,446(-4),[東] 堀井雅広,202205010808,2018104386,01085,00436,088700
1,3,3,コンバスチョン,牡3,57.0,川田将雅,1:35.3,,3.6,2.0,496(0),[東] 伊藤圭三,202205010809,2019101889,01088,01023,003060
2,8,14,ヘラルドバローズ,牡3,56.0,石橋脩,1:35.3,クビ,11.5,5.0,488(+6),[西] 寺島良,202205010809,2019106521,01077,01158,859007
3,4,6,シーヴィクセン,牝3,54.0,北村宏司,1:35.5,1.1/4,39.1,9.0,472(-4),[東] 藤沢和雄,202205010809,2019110111,01043,00386,196031
4,8,13,エルパソ,牡3,56.0,三浦皇成,1:35.6,1/2,80.1,10.0,462(0),[東] 武井亮,202205010809,2019101267,01122,01147,345803
5,4,5,グットディール,牡3,56.0,ルメール,1:35.6,クビ,7.1,4.0,496(+2),[西] 須貝尚介,202205010809,2019105446,05339,01105,271008
6,6,9,クラウンプライド,牡3,56.0,Ｍ．デム,1:35.8,1.1/4,4.5,3.0,498(+10),[西] 新谷功一,202205010809,2019104678,05212,01172,758005
7,5,8,ラヤス,牡3,56.0,岩田康誠,1:36.1,1.1/2,106.0,11.0,512(0),[西] 森秀行,202205010809,2019110104,05203,00427,232031
8,2,2,ウェルカムニュース,牡3,56.0,横山武史,1:36.3,1.1/2,13.5,6.0,496(0),[西] 池江泰寿,202205010809,2019105537,01170,01071,790005
9,6,10,ブリッツファング,牡3,56.0,福永祐一,1:36.4,クビ,3.1,1.0,464(+4),[西] 大久保龍,202205010809,2019104194,01014,01058,316031
10,7,11,オステリア,牡3,56.0,内田博幸,1:36.5,3/4,253.6,14.0,514(+4),[西] 宮本博,202205010809,2019103208,00422,01073,346803
11,5,7,タイセイドレフォン,牡3,56.0,戸崎圭太,1:36.5,クビ,19.6,7.0,502(+4),[西] 西村真幸,202205010809,2019105308,05386,01148,224007
12,1,1,ラインオブソウル,牡3,56.0,菅原明良,1:36.9,2.1/2,224.0,13.0,514(+6),[西] 音無秀孝,202205010809,2019105993,01179,01002,346803
13,7,12,ジャスパージェット,牡3,56.0,武豊,1:37.7,5,142.8,12.0,480(+6),[西] 森秀行,202205010809,2019106854,00666,00427,672033
14,3,4,メズメライザー,牡3,56.0,大野拓弥,1:38.1,2.1/2,39.1,8.0,530(+2),[西] 千田輝彦,202205010809,2019101894,01096,01120,003060
1,4,4,ノースブリッジ,牡4,55.0,岩田康誠,2:00.1,,5.9,3.0,496(-2),[東] 奥村武,202205010810,2018102348,05203,01145,149002
2,2,2,グランオフィシエ,牡4,55.0,川田将雅,2:00.3,1.1/4,2.0,1.0,466(+2),[東] 久保田貴,202205010810,2018104803,01088,01067,415800
3,7,8,シンボ,牡5,56.0,武豊,2:00.4,クビ,7.7,4.0,480(+4),[西] 小崎憲,202205010810,2017101695,00666,01085,343803
4,8,11,クロミナンス,牡5,55.0,戸崎圭太,2:00.7,2,12.6,5.0,502(+12),[東] 尾関知人,202205010810,2017105074,05386,01103,226800
5,1,1,ソルドラード,セ6,56.0,ルメール,2:00.9,1.1/4,4.1,2.0,508(+10),[東] 藤沢和雄,202205010810,2016104874,05339,00386,486800
6,8,10,エヴァーガーデン,牝5,52.0,松岡正海,2:00.9,ハナ,81.5,10.0,486(+4),[東] 高橋祥泰,202205010810,2017101449,01085,00359,030803
7,7,9,フェアリーグルーヴ,牝5,52.0,野中悠太,2:01.7,5,57.7,8.0,460(+20),[東] 高橋文雅,202205010810,2017105308,01158,01134,226800
8,3,3,ルリアン,牡5,54.0,菅原明良,2:01.7,クビ,42.0,7.0,520(+14),[西] 佐々木晶,202205010810,2017105517,01179,00429,226800
9,5,5,ナンヨーイザヨイ,セ6,53.0,江田照男,2:01.8,クビ,242.0,11.0,492(+2),[東] 杉浦宏昭,202205010810,2016104491,00689,01008,512031
10,6,6,マイネルミュトス,牡6,54.0,Ｍ．デム,2:01.9,1/2,15.3,6.0,476(-10),[東] 鹿戸雄一,202205010810,2016100746,05212,01097,546800
11,6,7,ヴィクターバローズ,セ5,54.0,横山武史,2:02.5,3.1/2,58.3,9.0,480(+16),[東] 堀宣行,202205010810,2017105589,01170,01070,859007
1,3,6,カフェファラオ,牡5,57.0,福永祐一,1:33.8,,5.1,2.0,526(+6),[東] 堀宣行,202205010811,2017110151,01014,01070,629007
2,8,15,テイエムサウスダン,牡5,57.0,岩田康誠,1:34.2,2.1/2,8.9,5.0,546(-8),[西] 飯田雄三,202205010811,2017103513,05203,01050,356002
3,6,11,ソダシ,牝4,55.0,吉田隼人,1:34.3,1/2,8.2,4.0,476(+6),[西] 須貝尚介,202205010811,2018105233,01095,01105,708800
4,7,13,ソリストサンダー,牡7,57.0,戸崎圭太,1:34.3,クビ,9.0,6.0,486(0),[西] 高柳大輔,202205010811,2015100902,05386,01159,870004
5,4,7,タイムフライヤー,牡7,57.0,横山武史,1:34.5,1.1/4,61.6,15.0,482(+2),[西] 橋口慎介,202205010811,2015104107,01170,01154,226800
6,3,5,レッドルゼル,牡6,57.0,川田将雅,1:34.6,1/2,3.9,1.0,494(+6),[西] 安田隆行,202205010811,2016105188,01088,00438,180800
7,2,4,アルクトス,牡7,57.0,田辺裕信,1:34.7,3/4,7.0,3.0,548(+4),[東] 栗田徹,202205010811,2015100318,01075,01127,849030
8,4,8,サンライズノヴァ,牡8,57.0,松若風馬,1:34.8,1/2,36.8,12.0,536(+9),[西] 音無秀孝,202205010811,2014106474,01154,01002,306008
9,8,16,エアスピネル,牡9,57.0,Ｍ．デム,1:35.0,1,17.9,8.0,490(+4),[西] 笹田和秀,202205010811,2013105399,05212,01104,084800
10,6,12,ミューチャリー,牡6,57.0,御神本訓,1:35.1,1/2,31.7,11.0,464(-2),[地] 矢野義幸,202205010811,2016100981,05404,05575,650031
11,2,3,インティ,牡8,57.0,武豊,1:35.2,1/2,17.5,7.0,518(+2),[西] 野中賢二,202205010811,2014104052,00666,01098,473008
12,5,9,サンライズホープ,牡5,57.0,大野拓弥,1:35.3,3/4,55.6,14.0,544(-8),[西] 羽月友彦,202205010811,2017100988,01096,01091,306008
13,5,10,スワーヴアラミス,牡7,57.0,松田大作,1:35.5,1.1/4,21.7,9.0,490(-2),[西] 須貝尚介,202205010811,2015104526,01030,01105,887800
14,1,1,テオレーマ,牝6,55.0,ルメール,1:35.6,クビ,26.8,10.0,476(+4),[西] 石坂公一,202205010811,2016102336,05339,01166,482002
15,1,2,ダイワキャグニー,セ8,57.0,三浦皇成,1:35.7,1/2,42.8,13.0,504(+4),[東] 菊沢隆徳,202205010811,2014105589,01122,01115,593031
16,7,14,ケイティブレイブ,牡9,57.0,菅原明良,1:36.1,2.1/2,141.5,16.0,528(-9),[東] 清水英克,202205010811,2013104055,01179,01080,083006
1,6,12,ノーリス,牡4,57.0,Ｍ．デム,1:23.7,,2.6,1.0,538(+4),[東] 手塚貴久,202205010812,2018100439,05212,01038,942006
2,5,10,フィールザワールド,牡4,57.0,菅原明良,1:23.8,1/2,19.5,7.0,474(-2),[東] 岩戸孝樹,202205010812,2018105762,01179,01051,864009
3,8,16,バクシン,牡4,57.0,横山武史,1:23.9,1/2,14.6,6.0,498(+4),[東] 斎藤誠,202205010812,2018104879,01170,01086,675030
4,4,8,オレデイイノカ,牡4,57.0,内田博幸,1:23.9,クビ,5.8,3.0,500(+10),[東] 古賀慎明,202205010812,2018101243,00422,01079,929009
5,6,11,シャークスポット,牡4,57.0,武豊,1:24.0,クビ,7.6,4.0,462(+14),[西] 高柳大輔,202205010812,2018100141,00666,01159,461009
6,8,15,プレイヤーズハイ,牡6,57.0,松若風馬,1:24.1,3/4,61.9,11.0,450(-8),[西] 高橋亮,202205010812,2016106527,01154,01136,260006
7,1,1,フォークテイル,牝6,55.0,岩田康誠,1:24.1,クビ,36.9,10.0,460(+6),[東] 中川公成,202205010812,2016104596,05203,01081,226800
8,4,7,アイスシェルフ,牡5,57.0,大野拓弥,1:24.1,ハナ,23.8,8.0,544(+8),[東] 稲垣幸雄,202205010812,2017105170,01096,01167,790005
9,1,2,フランスゴデイナ,牡4,57.0,福永祐一,1:24.3,1,5.7,2.0,486(0),[西] 森秀行,202205010812,2018110117,01014,00427,366031
10,3,6,ルモンド,牡6,57.0,戸崎圭太,1:24.3,クビ,9.2,5.0,478(0),[西] 坂口智康,202205010812,2016103046,05386,01170,091803
11,7,14,コウイチ,牡5,57.0,吉田隼人,1:24.7,2.1/2,35.5,9.0,498(+2),[西] 庄野靖志,202205010812,2017102191,01095,01087,311800
12,2,4,クロッチ,セ5,57.0,野中悠太,1:24.9,1,92.3,14.0,452(-2),[東] 杉浦宏昭,202205010812,2017105689,01158,01008,064803
13,5,9,ヤウガウ,牡5,57.0,三浦皇成,1:25.1,1,84.7,13.0,494(+4),[東] 金成貴史,202205010812,2017105433,01122,01132,098803
14,3,5,スピードオブラブ,牝5,55.0,江田照男,1:25.1,クビ,183.3,16.0,458(-2),[東] 中川公成,202205010812,2017109076,00689,01081,873033
15,2,3,リュウグウハヤブサ,牡5,57.0,松岡正海,1:25.2,クビ,64.4,12.0,502(+2),[東] 伊坂重信,202205010812,2017104606,01085,01177,437030
16,7,13,エイユーストロング,牡4,57.0,横山琉人,1:25.3,3/4,92.5,15.0,462(-8),[西] 鈴木孝志,202205010812,2018106697,01192,01111,529002
1,5,5,パトリオットラン,牡3,56.0,松山弘平,1:56.7,,1.5,1.0,518(+4),[西] 渡辺薫彦,202209010401,2019107004,01126,01155,535006
2,8,9,ゼウスバイオ,牡3,56.0,秋山真一,1:57.4,4,6.7,3.0,498(0),[西] 畑端省吾,202209010401,2019101964,01019,01188,930800
3,2,2,タマモエイトビート,牡3,56.0,坂井瑠星,1:57.5,クビ,11.2,4.0,512(-6),[西] 武英智,202209010401,2019106954,01163,01161,515800
4,6,6,ウインヴェルデ,牡3,56.0,和田竜二,1:58.4,5,6.0,2.0,490(+12),[西] 加用正,202209010401,2019100206,01018,00425,494800
5,3,3,ノーブルストリーム,牡3,56.0,高倉稜,1:59.0,3.1/2,12.1,6.0,478(+2),[西] 宮本博,202209010401,2019101768,01130,01073,755030
6,1,1,ウォークル,牝3,50.0,古川奈穂,1:59.2,1.1/4,117.0,9.0,412(-4),[東] 大和田成,202209010401,2019101395,01190,01124,490006
7,4,4,アルコローザ,牝3,54.0,中井裕二,1:59.4,1.1/4,35.6,7.0,454(0),[西] 佐々木晶,202209010401,2019106372,01141,00429,669007
8,7,7,オーシンアズキ,牡3,56.0,鮫島良太,1:59.4,クビ,11.9,5.0,478(+10),[西] 宮徹,202209010401,2019102294,01099,01018,518031
9,8,8,ボードメンバー,牡3,52.0,永島まな,2:02.1,大,77.9,8.0,510(+2),[西] 西村真幸,202209010401,2019102035,01187,01148,271008
1,5,9,クレスケンスルーナ,牝3,54.0,岡田祥嗣,1:26.8,,3.0,2.0,470(0),[西] 吉田直弘,202209010402,2019103583,05429,01101,316031
2,5,8,ノンズブレス,牝3,54.0,斎藤新,1:27.2,2.1/2,19.2,6.0,446(-10),[西] 石橋守,202209010402,2019102457,01178,01140,466033
3,3,4,ミスティファイ,牝3,54.0,岩田望来,1:27.8,3.1/2,16.7,5.0,446(+4),[西] 石坂公一,202209010402,2019105246,01174,01166,226800
4,6,10,カグラマツリウタ,牝3,54.0,秋山真一,1:27.9,1/2,10.6,4.0,460(0),[西] 角田晃一,202209010402,2019101744,01019,01121,884800
5,2,2,デームフォーチュン,牝3,54.0,藤井勘一,1:28.1,1.1/4,64.2,9.0,468(-2),[西] 高野友和,202209010402,2019105528,05525,01117,790005
6,4,7,オメガラブロッシュ,牝3,54.0,和田竜二,1:28.4,1.1/2,31.7,8.0,462(0),[西] 辻野泰之,202209010402,2019105756,01018,01183,008803
7,4,6,グリーンシアター,牝3,54.0,川須栄彦,1:28.5,3/4,25.0,7.0,454(+4),[西] 加用正,202209010402,2019104178,01128,00425,411030
8,7,13,ベルシャンテ,牝3,54.0,鮫島克駿,1:28.7,1,6.4,3.0,436(+2),[西] 奥村豊,202209010402,2019105418,01157,01146,486800
9,3,5,テーオーアラジン,牝3,54.0,鮫島良太,1:28.9,1.1/2,66.5,10.0,486(+6),[西] 宮徹,202209010402,2019100962,01099,01018,304008
10,1,1,ミスボニータ,牝3,54.0,松山弘平,1:29.0,クビ,2.3,1.0,448(+2),[西] 四位洋文,202209010402,2019104976,01126,01184,072803
11,7,12,ナヴァイオ,牝3,54.0,太宰啓介,1:29.6,4,191.1,14.0,432(-8),[西] 高橋亮,202209010402,2019103146,01037,01136,788800
12,8,14,ポスキアーヴォ,牝3,50.0,永島まな,1:30.6,6,255.0,15.0,418(-6),[西] 高橋康之,202209010402,2019101398,01187,01135,755033
13,2,3,エクメディレーザー,牝3,53.0,亀田温心,1:30.9,2,75.9,11.0,442(-8),[西] 新谷功一,202209010402,2019106928,01176,01172,092031
14,8,15,イテフ,牝3,54.0,藤岡佑介,1:31.6,4,87.4,12.0,432(-2),[西] 上村洋行,202209010402,2019102600,01093,01168,193033
15,6,11,フォーエバーソング,牝3,54.0,国分優作,1:32.4,5,185.9,13.0,426(0),[西] 加用正,202209010402,2019109128,01125,00425,018033
1,5,6,インベルシオン,牡3,56.0,鮫島克駿,1:56.0,,2.9,1.0,522(+6),[西] 清水久詞,202209010403,2019103148,01157,01110,117031
2,5,5,ブラジリアンソング,牡3,56.0,松山弘平,1:57.1,7,8.1,4.0,510(+18),[西] 池添学,202209010403,2019105495,01126,01144,072803
3,2,2,テーオーヴィヴァン,牡3,56.0,藤岡佑介,1:58.0,5,10.7,5.0,500(-4),[西] 宮徹,202209010403,2019106950,01093,01018,304008
4,7,10,ハデスブレイン,牡3,56.0,和田竜二,1:58.5,3.1/2,11.4,7.0,512(+8),[西] 今野貞一,202209010403,2019100159,01018,01128,865800
5,8,11,ハヤブサウィッシュ,牡3,56.0,川又賢治,1:58.9,2,25.7,8.0,464(-4),[西] 吉村圭司,202209010403,2019104587,01166,01130,837008
6,6,8,アルマンダ,牡3,56.0,岩田望来,1:58.9,ハナ,11.2,6.0,496(-8),[西] 橋田満,202209010403,2019110093,01174,00362,061800
7,3,3,テイエムシルバー,牡3,56.0,太宰啓介,1:59.1,1,3.4,2.0,486(+2),[西] 木原一良,202209010403,2019102608,01037,01033,356002
8,8,12,クリノビビ,牝3,54.0,森裕太朗,1:59.1,ハナ,189.7,10.0,442(-2),[西] 谷潔,202209010403,2019102364,01165,00431,970006
9,4,4,テーオーロワ,牡3,56.0,斎藤新,1:59.6,3,242.4,12.0,488(+8),[西] 浜田多実,202209010403,2019102323,01178,01138,304008
10,1,1,モズクレオパトラ,牝3,54.0,坂井瑠星,2:00.0,2.1/2,6.5,3.0,410(-6),[西] 矢作芳人,202209010403,2019101013,01163,01075,005803
11,7,9,リク,牡3,56.0,田中健,2:00.7,4,191.2,11.0,464(+4),[西] 藤沢則雄,202209010403,2019102662,01114,01041,288009
12,6,7,スマートキャノン,牡3,55.0,亀田温心,2:01.6,5,43.6,9.0,472(0),[西] 音無秀孝,202209010403,2019102200,01176,01002,007803
1,1,2,レオノーレ,牝3,54.0,松山弘平,1:26.7,,4.4,2.0,474(0),[西] 安田隆行,202209010404,2019100629,01126,00438,788800
2,7,14,モズリッキー,牡3,56.0,坂井瑠星,1:27.3,3.1/2,1.7,1.0,462(0),[西] 上村洋行,202209010404,2019106699,01163,01168,005803
3,7,13,サクラトップヒル,牡3,56.0,斎藤新,1:27.5,1.1/4,27.2,7.0,486(0),[西] 佐々木晶,202209010404,2019106368,01178,00429,018803
4,2,3,メイショウアポイ,牡3,56.0,太宰啓介,1:28.2,4,12.9,4.0,450(0),[西] 松下武士,202209010404,2019104258,01037,01149,523005
5,3,6,ベイビールビオ,牡3,56.0,鮫島克駿,1:28.3,クビ,109.9,12.0,486(0),[東] 田村康仁,202209010404,2019103592,01157,01027,858800
6,4,7,スズカアーム,牝3,54.0,森裕太朗,1:29.0,4,22.9,6.0,482(0),[西] 橋田満,202209010404,2019101082,01165,00362,382004
7,8,16,ホーリーサンライズ,牝3,54.0,中井裕二,1:29.1,1/2,272.2,16.0,438(0),[西] 浜田多実,202209010404,2019106694,01141,01138,306008
8,2,4,アスールドブレ,牡3,56.0,和田竜二,1:29.4,1.3/4,91.0,11.0,466(0),[西] 鈴木孝志,202209010404,2019105696,01018,01111,047803
9,5,9,アルファロッソ,牝3,50.0,古川奈穂,1:29.4,アタマ,16.1,5.0,436(0),[西] 矢作芳人,202209010404,2019100881,01190,01075,472800
10,6,11,メイショウコウヨウ,牝3,54.0,田中健,1:29.5,1/2,174.2,15.0,418(0),[西] 荒川義之,202209010404,2019103406,01114,01095,523005
11,6,12,ピンクライオネス,牝3,54.0,岡田祥嗣,1:29.7,1.1/4,29.0,8.0,444(0),[西] 藤原英昭,202209010404,2019104864,05429,01055,708800
12,4,8,アンジアン,牝3,54.0,岩田望来,1:30.1,2.1/2,8.9,3.0,414(0),[西] 藤原英昭,202209010404,2019104051,01174,01055,553800
13,5,10,シャルンホルスト,牡3,56.0,川須栄彦,1:30.4,1.1/2,77.9,10.0,500(0),[西] 茶木太樹,202209010404,2019103286,01128,01181,917031
14,8,15,マルカカムイ,牡3,56.0,荻野琢真,1:30.4,ハナ,127.9,13.0,488(0),[西] 今野貞一,202209010404,2019104661,01112,01128,927033
15,1,1,サマーサンシャイン,牝3,54.0,藤井勘一,1:30.6,1.1/2,137.1,14.0,466(0),[西] 羽月友彦,202209010404,2019103292,05525,01091,851009
16,3,5,シゲルクジラ,牡3,56.0,高倉稜,1:31.0,2,40.9,9.0,480(0),[西] 川村禎彦,202209010404,2019104130,01130,01003,674004
1,2,2,スーサンアッシャー,牡3,56.0,横山典弘,1:47.7,,5.2,3.0,458(0),[西] 鈴木孝志,202209010405,2019103898,00660,01111,043008
2,7,12,ロマンシングブルー,牝3,54.0,鮫島克駿,1:47.8,3/4,4.0,2.0,462(0),[西] 渡辺薫彦,202209010405,2019105301,01157,01155,790005
3,1,1,ヤマニンゼスト,牡3,55.0,木幡育也,1:47.9,1/2,25.1,7.0,492(-10),[西] 千田輝彦,202209010405,2019100603,01167,01120,329004
4,5,8,フォーブス,牝3,54.0,岩田望来,1:48.7,5,2.5,1.0,430(+2),[西] 藤原英昭,202209010405,2019106329,01174,01055,994002
5,6,10,ダノンマイソウル,牡3,56.0,坂井瑠星,1:48.9,1.1/2,6.5,4.0,528(-6),[西] 矢作芳人,202209010405,2019105384,01163,01075,619800
6,4,6,コルカノン,牝3,54.0,松山弘平,1:48.9,ハナ,20.3,6.0,472(0),[西] 吉岡辰弥,202209010405,2019104943,01126,01176,310007
7,3,3,カンパニュール,牝3,54.0,和田竜二,1:49.0,1/2,74.8,9.0,490(0),[西] 吉岡辰弥,202209010405,2019106737,01018,01176,547800
8,4,5,シゲルハナノレン,牝3,54.0,藤井勘一,1:49.2,1,261.3,13.0,446(0),[西] 千田輝彦,202209010405,2019101212,05525,01120,674004
9,6,9,ビートルジュース,牝3,54.0,斎藤新,1:49.3,1/2,84.8,10.0,420(-4),[西] 羽月友彦,202209010405,2019101414,01178,01091,985033
10,7,11,ホーリーインパクト,牡3,56.0,藤懸貴志,1:49.4,1/2,44.6,8.0,500(+2),[西] 斉藤崇史,202209010405,2019103913,01138,01151,358803
11,8,14,パリヘンジ,牡3,56.0,藤岡佑介,1:49.4,ハナ,9.2,5.0,470(0),[西] 友道康夫,202209010405,2019104502,01093,01061,808800
12,5,7,エグランタイン,牝3,54.0,秋山真一,1:49.5,3/4,274.6,14.0,422(-6),[西] 笹田和秀,202209010405,2019100664,01019,01104,788800
13,8,13,ホウオウスミヨシ,牡3,56.0,鮫島良太,1:49.6,1/2,94.0,11.0,548(-10),[西] 宮徹,202209010405,2019105777,01099,01018,906033
14,3,4,デルマスプリガン,牡3,56.0,荻野琢真,1:50.7,7,240.3,12.0,436(0),[西] 畑端省吾,202209010405,2019102129,01112,01188,274002
1,4,4,アネゴハダ,牝3,54.0,坂井瑠星,1:21.7,,3.7,1.0,444(+2),[西] 佐々木晶,202209010406,2019106102,01163,00429,370008
2,6,8,モンゴリアンキング,牡3,56.0,横山典弘,1:21.9,3/4,9.6,6.0,480(+2),[西] 安田隆行,202209010406,2019110077,00660,00438,310007
3,2,2,デヴィルズマーブル,牡3,56.0,岩田望来,1:22.0,3/4,3.9,2.0,490(+12),[西] 斉藤崇史,202209010406,2019110021,01174,01151,003060
4,8,12,ウインバグース,牡3,56.0,和田竜二,1:22.2,1.1/2,8.7,5.0,482(-8),[西] 西園正都,202209010406,2019100210,01018,01028,494800
5,7,11,ナバロン,牡3,56.0,川又賢治,1:22.3,アタマ,81.7,10.0,482(+2),[西] 杉山佳明,202209010406,2019102456,01166,01178,487800
6,6,9,カイハオン,牡3,56.0,鮫島克駿,1:22.5,1.1/4,5.7,4.0,486(+12),[西] 松下武士,202209010406,2019104704,01157,01149,634033
7,7,10,ヒルノショパン,牡3,56.0,太宰啓介,1:22.5,アタマ,269.8,12.0,458(+4),[西] 昆貢,202209010406,2019103858,01037,01044,823800
8,1,1,パーサヴィアランス,牡3,56.0,斎藤新,1:22.7,1.1/4,21.7,8.0,450(-2),[西] 西村真幸,202209010406,2019105330,01178,01148,431002
9,5,7,ロードリライアブル,牡3,56.0,松山弘平,1:22.8,3/4,13.9,7.0,472(-2),[西] 清水久詞,202209010406,2019103008,01126,01110,170800
10,8,13,バーニングアイズ,牝3,54.0,中井裕二,1:22.9,クビ,275.3,13.0,422(0),[西] 森田直行,202209010406,2019103673,01141,01142,851009
11,5,6,カレンマックナイト,牡3,56.0,藤懸貴志,1:23.0,3/4,53.9,9.0,434(+2),[西] 平田修,202209010406,2019105140,01138,01082,869006
12,4,5,ミント,牝3,54.0,藤岡佑介,1:23.2,1.1/4,5.6,3.0,486(0),[西] 友道康夫,202209010406,2019105365,01093,01061,248030
13,3,3,イチローイチロー,牡3,55.0,亀田温心,1:23.2,クビ,228.9,11.0,418(-6),[西] 北出成人,202209010406,2019100986,01176,01078,897030
1,7,11,モンサンイルベント,牡5,57.0,坂井瑠星,1:55.4,,5.6,3.0,510(+6),[西] 飯田祐史,202209010407,2017101373,01163,01139,919002
2,5,7,キングダムウイナー,牡5,57.0,川須栄彦,1:55.4,ハナ,5.6,2.0,486(-10),[西] 田中克典,202209010407,2017105224,01128,01180,542800
3,8,14,レイクリエイター,牡4,56.0,松山弘平,1:56.7,8,2.9,1.0,480(+4),[西] 浜田多実,202209010407,2018106451,01126,01138,306008
4,3,3,ユイノザッパー,牡4,52.0,古川奈穂,1:56.8,クビ,6.2,4.0,512(0),[西] 矢作芳人,202209010407,2018110107,01190,01075,619002
5,6,10,ニシノソワレ,牡4,56.0,鮫島克駿,1:56.8,クビ,11.4,7.0,506(-10),[東] 奥平雅士,202209010407,2018102807,01157,01074,897009
6,1,1,エイカイファントム,牡4,56.0,岡田祥嗣,1:57.1,1.3/4,8.5,6.0,510(+4),[西] 藤原英昭,202209010407,2018105404,05429,01055,683033
7,4,5,クリノヴジュアル,牡5,57.0,和田竜二,1:57.2,1/2,113.2,10.0,504(-2),[西] 川村禎彦,202209010407,2017100265,01018,01003,970006
8,3,4,ナムラスワガー,牡4,56.0,田中健,1:57.7,3,8.1,5.0,480(+2),[西] 荒川義之,202209010407,2018106715,01114,01095,972002
9,5,8,シンゼンミラクル,セ4,56.0,太宰啓介,1:57.8,3/4,99.0,9.0,512(-4),[西] 飯田祐史,202209010407,2018101805,01037,01139,043030
10,6,9,サイモンルグラン,牡5,57.0,岩田望来,1:57.9,クビ,32.2,8.0,510(-2),[東] 勢司和浩,202209010407,2017100682,01174,01047,132030
11,2,2,ヌンカプト,牡5,56.0,木幡育也,1:58.3,2.1/2,233.5,13.0,454(-4),[東] 柄崎孝,202209010407,2017103142,01167,00380,011803
12,4,6,リネンフリー,牝5,55.0,斎藤新,2:01.2,大,159.1,11.0,436(+2),[東] 南田美知,202209010407,2017109077,01178,00437,851005
13,8,13,アイファーチーター,牡4,56.0,藤井勘一,2:01.3,クビ,538.8,14.0,470(+2),[東] 的場均,202209010407,2018100099,05525,01063,119007
中,7,12,グロリアスダッド,牡4,56.0,川又賢治,,,174.9,12.0,480(+6),[西] 宮本博,202209010407,2018103109,01166,01073,560030
1,2,4,スズカキンシャサ,牡4,57.0,岩田望来,1:13.2,,1.9,1.0,478(+10),[西] 上村洋行,202209010408,2018105798,01174,01168,382004
2,2,3,サウンドプリズム,牡5,57.0,松山弘平,1:13.3,3/4,13.9,5.0,462(+14),[西] 武英智,202209010408,2017100873,01126,01161,168006
